id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
320643,ES-0083,small_airport,"Aeródromo forestal de La Yesa",39.909035,-0.948624,3675,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"La Yesa",0,,,,,,,50,2016-10-04T10:28:05+00:00
321584,ES-0203,small_airport,"Aeródromo Lanzahita UL",40.186112,-4.946256,1329,EU,Spain,ES,"Castilla y León",ES-CL,CL,Lanzahita,0,,,,,,,50,2016-12-21T05:30:30+00:00
321440,ES-0168,small_airport,"Lebrija UL",36.896138,-6.0393716,131,EU,Spain,ES,Andalucía,ES-AN,AN,Lebrija,0,,,,,,,50,2016-12-09T10:41:50+00:00
43280,LELI,small_airport,"Aeródromo de Linares",38.133211,-3.642554,1033,EU,Spain,ES,Andalucía,ES-AN,AN,Linares,0,,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Linares,,50,2023-04-24T06:47:49+00:00
321131,ES-0128,small_airport,"Aeròdrom de Llabiá",42.011798,3.089483,,EU,Spain,ES,Catalonia,ES-CT,CT,Llabiá,0,,,,,,,50,2016-11-11T05:30:53+00:00
31805,LEAT,closed,"Alfes Airfield",41.549999,0.65,705,EU,Spain,ES,Catalonia,ES-CT,CT,"LLeida - Alfes",0,,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Alf%C3%A9s,LEAT,50,2024-05-18T04:06:56+00:00
320426,ES-0061,small_airport,"Son Albertí Airfield",39.400644,2.860621,300,EU,Spain,ES,"Islas Baleares",ES-IB,IB,Llucmajor,0,,,,,,,50,2022-09-09T19:40:52+00:00
321438,ES-0166,small_airport,"Aeródromo de Loja",37.1377455,-4.2698489,,EU,Spain,ES,Andalucía,ES-AN,AN,Loja,0,,,,,,,50,2016-12-09T06:53:28+00:00
4026,LEPZ,small_airport,"Los Pozuelos De Calatrava Airfield",38.912201,-4.19111,1850,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Los Pozuelos De Calatrava",0,LEPZ,,,,,,50,2024-01-03T04:40:43+00:00
4030,LERO,small_airport,"Rozas Airfield",43.116901,-7.47028,1444,EU,Spain,ES,Galicia,ES-GA,GA,Lugo,0,LERO,,,,https://en.wikipedia.org/wiki/Rozas_Airborne_Research_Center,,50,2024-05-16T10:11:55+00:00
43311,LEVF,small_airport,"Villaframil Airfield",43.552502,-7.08778,80,EU,Spain,ES,Galicia,ES-GA,GA,Lugo,0,LEVF,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Villaframil,,50,2024-05-16T10:18:01+00:00
43282,LEJO,small_airport,"Madrigalejo Del Monte Airfield",42.134399,-3.73103,3030,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Madrigalejo Del Monte",0,LEJO,,,,,,50,2024-01-04T06:14:01+00:00
316061,ES-0033,small_airport,Aerohíspalis,37.3297,-5.722783,140,EU,Spain,ES,Andalucía,ES-AN,AN,"Mairena del Alcor",0,LEAH,,,http://www.aerohispalis.com/donde-estamos/,,"Los Alcores",50,2020-04-05T05:35:55+00:00
343207,ES-0294,small_airport,"Portocristo Airstrip",39.55833,3.32024,,EU,Spain,ES,"Islas Baleares",ES-IB,IB,Manacor,0,,,,,,,50,2022-09-09T19:38:46+00:00
43284,LEMS,small_airport,"Manresa Airfield",41.765301,1.86167,897,EU,Spain,ES,Catalonia,ES-CT,CT,Manresa,0,LEMS,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Manresa,,50,2024-05-16T10:05:33+00:00
333776,LENN,small_airport,"La Centenera",38.11489,-4.11547,2169,EU,Spain,ES,Andalucía,ES-AN,AN,Marmolejo,0,LENN,,,,,,50,2020-04-05T03:41:34+00:00
320141,ES-0045,small_airport,"Base Aérea Las Navas",42.953642,-3.473773,,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Medina de Pomar",0,,,,,,,50,2016-09-07T03:42:55+00:00
321418,ES-0159,small_airport,"Campo de Vuelo Moixent-Mogente",38.817024,-0.833138,1837,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Mogente / Moixent",0,,,,,,,50,2016-12-06T10:41:13+00:00
511835,ES-0335,small_airport,"El Arenosilllo Airstrip",37.09727,-6.73394,,EU,Spain,ES,Andalucía,ES-AN,AN,Moguer,0,,,,,,CEDEA,50,2023-09-09T05:07:46+00:00
320753,ES-0098,small_airport,"Moià El Prat",41.800541,2.112188,2264,EU,Spain,ES,Catalonia,ES-CT,CT,Moià,0,,,,http://aeroesport.com,,,50,2016-10-12T02:15:21+00:00
320754,ES-0099,small_airport,"Moià Les Umbertes",41.7868167,2.129783,2231,EU,Spain,ES,Catalonia,ES-CT,CT,Moià,0,,,,http://www.volxerpa.com/,,,50,2016-10-12T02:14:00+00:00
2640,LE83,small_airport,"Aeródromo forestal de Mojados",41.465728,-4.713068,2329,EU,Spain,ES,"Castilla y León",ES-CL,CL,Mojados,0,LEOA,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Mojados,,50,2018-03-22T23:00:39+00:00
320138,ES-0042,small_airport,"Las Cañadillas Airfield",38.501242,-2.270883,3675,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Molinicos,0,,,,,,,50,2021-03-10T00:35:30+00:00
309932,ES-0014,small_airport,"Monforte Airfield",42.547,-7.5191,1078,EU,Spain,ES,Galicia,ES-GA,GA,"Monforte de Lemos",0,LENF,,,,,,50,2024-06-12T19:49:07+00:00
43281,LEMP,small_airport,"Los Martínez Del Puerto Airfield",37.836817,-1.097667,534,EU,Spain,ES,"Murcia (region)",ES-MC,MC,Murcia,0,LEMP,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Los_Mart%C3%ADnez_del_Puerto,,50,2024-05-16T10:05:01+00:00
321511,ES-0184,small_airport,"Aeródromo Navalmoral de la Mata",39.91613,-5.53976,951,EU,Spain,ES,Extremadura,ES-EX,EX,"Navalmoral de la Mata",0,,,,,,,50,2016-12-14T06:02:06+00:00
316062,ES-0034,small_airport,AeroNiebla,37.349722,-6.683889,100,EU,Spain,ES,Andalucía,ES-AN,AN,Niebla,0,,,,http://www.aeroniebla.com,,,50,2016-10-03T02:38:16+00:00
320515,ES-0072,small_airport,"Beariz Airfield",42.460951,-8.339674,2589,EU,Spain,ES,Galicia,ES-GA,GA,"O Carballiño",0,LEBI,,,,,,50,2024-06-12T20:53:41+00:00
321416,ES-0158,small_airport,"Olocau Airfield",39.675517,-0.548855,680,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Olocau,0,,,,http://www.escuelaultraligero.es/,,"Campo de Vuelo de Olocau, Escuela de Vuelo Olocau",50,2022-09-09T20:35:03+00:00
320787,ES-0106,small_airport,"Olula del Río",37.362538,-2.331969,1860,EU,Spain,ES,Andalucía,ES-AN,AN,"Olula del Río",0,,,,,,,50,2018-07-08T11:26:36+00:00
350740,ES-0301,small_airport,"Ondara Airstrip",38.810743,0.002661,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Ondara,0,,,,,,,50,2022-09-09T20:17:15+00:00
43289,LEOT,small_airport,"Ontur Airfield",38.615681,-1.526477,2200,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Ontur,0,LEOT,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Ontur,,50,2024-05-16T10:08:18+00:00
320472,ES-0066,small_airport,"Aeródromo Orce",37.73545,-2.36425,3245,EU,Spain,ES,Andalucía,ES-AN,AN,Orce,0,,,,,,,50,2016-09-24T05:43:47+00:00
321413,ES-0157,small_airport,"Aeródromo de Ordis",42.2325,2.8869444,2231,EU,Spain,ES,Catalonia,ES-CT,CT,Ordis,0,,,,,,,50,2016-12-06T01:03:38+00:00
321392,ES-0153,small_airport,"Ororbia Airfield",42.822214,-1.735109,1345,EU,Spain,ES,Navarra,ES-NC,NC,Ororbia,0,,,,,,,50,2024-01-02T14:13:51+00:00
321633,ES-0211,small_airport,"Campo de Vuelo de Oteo",43.0168667,-3.3120333,2307,EU,Spain,ES,"Castilla y León",ES-CL,CL,Oteo,0,,,,,,,50,2016-12-27T06:20:40+00:00
315993,LEOS,small_airport,"Aeródromo de los Oteros",42.333056,-5.451944,2620,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Pajares de Los Oteros",0,LEOS,,,http://www.aerodromolosoteros.com,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_Los_Oteros,,50,2024-05-16T10:07:32+00:00
43290,LEPR,small_airport,"Palma del Río Airfield",37.714384,-5.215226,410,EU,Spain,ES,Andalucía,ES-AN,AN,"Palma del Rio",0,LEPR,,,,https://www.wikidata.org/wiki/Q5659346,,50,2024-04-15T12:19:19+00:00
321624,ES-0210,small_airport,"Palma del Rio 2 UL",37.668501,-5.262086,449,EU,Spain,ES,Andalucía,ES-AN,AN,"Palma del Rio",0,,,,,,,50,2016-12-26T03:41:30+00:00
321513,ES-0185,small_airport,"Aeródromo Pelayos de la Presa",40.3720107,-4.3826756,2215,EU,Spain,ES,"Madrid (community)",ES-MD,MD,"Pelayos de la Presa",0,,,,,,,50,2016-12-14T06:31:24+00:00
321391,ES-0152,small_airport,"Campo de Aviación de Peralveche",40.6025245,-2.4293518,3937,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Peralveche,0,,,,,,,50,2016-12-04T11:58:13+00:00
321393,ES-0154,small_airport,"Aeródromo de Piedrahita",40.479855,-5.360676,3297,EU,Spain,ES,"Castilla y León",ES-CL,CL,Piedrahita,0,,,,,,,50,2022-11-02T04:42:10+00:00
343803,ES-0296,small_airport,"Aerodromo de Sevares",43.36372,-5.24199,,EU,Spain,ES,Asturias,ES-AS,AS,Piloña,0,,,,,,,50,2021-05-01T04:53:40+00:00
321742,ES-0224,small_airport,"Pozorrubio Airfield",39.826221,-2.953085,2575,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Pozorrubio,0,LEPC,,,,,,50,2024-10-02T17:50:37+00:00
320566,ES-0077,small_airport,"Aeródromo Pozuelo de Calatrava",38.905198,-3.852635,1847,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Pozuelo de Calatrava",0,,,,,,,50,2016-09-28T05:38:39+00:00
321759,ES-0225,small_airport,"Aeródromo Forestal ""Puebla de Don Rodrigo""",39.066067,-4.488502,2067,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Puebla de Don Rodrigo",0,,,,,,,50,2017-01-07T06:50:37+00:00
331408,ES-0251,small_airport,"Pueblonuevo de Miramontes Airstrip",40.059082,-5.363341,,EU,Spain,ES,Extremadura,ES-EX,EX,"Pueblonuevo de Miramontes",0,,,,,,,50,2019-06-12T13:51:32+00:00
320149,ES-0047,small_airport,"Aeródromo de Reboira",43.1782148,-7.0494408,,EU,Spain,ES,Galicia,ES-GA,GA,Reboira,0,,,,,,,50,2016-09-07T06:15:51+00:00
321609,ES-0208,small_airport,"Aeródromo forestal ""Requena 2""",39.4422585,-1.0493454,2740,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Requena,0,,,,,,,50,2016-12-24T01:47:41+00:00
332333,ES-0268,small_airport,"Riola Agro Airstrip",39.180737,-0.338459,66,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Riola,0,,,,,,,50,2022-09-09T20:30:01+00:00
320514,ES-0071,small_airport,Ronda,36.73786,-5.114125,2526,EU,Spain,ES,Andalucía,ES-AN,AN,Ronda,0,,,,,,ICONA,50,2016-09-25T12:30:51+00:00
321398,ES-0156,small_airport,Ruidera,39.0369546,-2.8946489,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Ruidera,0,,,,,,,50,2016-12-04T23:07:01+00:00
321727,ES-0221,small_airport,Ruidera2,39.02495,-2.911927,2871,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Ruidera,0,,,,,,,50,2017-01-05T05:18:34+00:00
320443,ES-0063,small_airport,"Aeròdrom del Pla de Bages",41.777586,1.890361,886,EU,Spain,ES,Catalonia,ES-CT,CT,Sallent,0,,,,,,,50,2016-09-23T01:29:15+00:00
321362,ES-0146,small_airport,"Aeródromo de San Torcuato",42.474227,-2.872739,2133,EU,Spain,ES,"La Rioja",ES-RI,RI,"San Torcuato",0,LESN,,,http://escueladevuelo.com,,,50,2023-10-01T13:20:10+00:00
320170,ES-0049,small_airport,"Aerodrómo de Sanchidrián",40.89995,-4.609617,2789,EU,Spain,ES,"Castilla y León",ES-CL,CL,Sanchidrián,0,,,,,,,50,2016-09-09T07:20:04+00:00
315981,ES-0031,small_airport,"La Segarra Airfield",41.681294,1.414266,2200,EU,Spain,ES,Catalonia,ES-CT,CT,"Sant Guim de Freixenet",0,,,,,,,50,2024-03-01T04:30:34+00:00
43241,LECF,small_airport,"Calaf-Sallavinera Airfield",41.744202,1.55694,2355,EU,Spain,ES,Catalonia,ES-CT,CT,"Sant Pere Sallavinera",0,LECF,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Calaf-Salavinera,,50,2022-05-19T07:09:11+00:00
309929,ES-0012,small_airport,"Castriz/Cambe Airfield",43.102502,-8.7617,1200,EU,Spain,ES,Galicia,ES-GA,GA,"Santa Comba",0,,,,,,"Aeroclub Cambre",50,2022-09-23T05:13:20+00:00
321338,ES-0143,small_airport,"Martinamatos Airfield",40.099412,-4.295084,1978,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Santa Cruz del Retamar",0,,,,http://www.martinamatos.com/,,,50,2022-11-02T04:41:15+00:00
337483,ES-0278,small_airport,"Santa Eulària des Riu Airfield",38.990453,1.503496,,EU,Spain,ES,"Islas Baleares",ES-IB,IB,"Santa Eulària des Riu",0,,,,,,,50,2022-09-09T19:43:27+00:00
320776,ES-0104,small_airport,"Aerodromo El Busto",42.34463,-5.803481,2648,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Santa Maria del Páramo",0,,,,,,"Aeroclub Esparver",50,2016-10-13T12:06:20+00:00
309915,ES-0006,small_airport,"Rosinos de la Requejada Airfield",42.0981,-6.5262,3330,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Santiago de la Requejada",0,LESI,,,,,,50,2022-12-11T13:02:30+00:00
30383,LETP,small_airport,"Santo Tome Del Puerto Airfield",41.204201,-3.59472,3638,EU,Spain,ES,"Castilla y León",ES-CL,CL,Segovia,0,LETP,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Santo_Tom%C3%A9_del_Puerto,,50,2024-05-16T10:15:24+00:00
320422,ES-0057,small_airport,"Ses Salines (S’Olivó) Airfield",39.346746,3.057199,164,EU,Spain,ES,"Islas Baleares",ES-IB,IB,"Ses Salines",0,,,,,,,50,2022-09-09T19:40:03+00:00
320774,ES-0102,small_airport,"Aerodromo de Sesma",42.425252,-2.027204,1476,EU,Spain,ES,Navarra,ES-NC,NC,Sesma,0,,,,,,,50,2016-12-02T01:06:16+00:00
31809,LE85,closed,"Tablada Airport",37.3517,-6.01456,26,EU,Spain,ES,Andalucía,ES-AN,AN,Sevilla,0,,,,,,,50,2018-07-14T10:30:33+00:00
320636,ES-0082,small_airport,"Aeródromo La Loma",39.4886667,-0.9022167,2789,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Siete Aguas",0,,,,,,,50,2016-10-03T08:18:00+00:00
321218,ES-0136,small_airport,"Aeródromo de Sigüenza",41.044793,-2.629209,3445,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Sigüenza,0,LESZ,,,http://www.aeroclubseguntino.com/,,,50,2023-10-01T13:27:52+00:00
320567,ES-0078,small_airport,"Aeródromo de Sober",42.432403,-7.488721,1903,EU,Spain,ES,Galicia,ES-GA,GA,Sober,0,,,,,,,50,2016-09-28T05:41:30+00:00
331923,ES-0261,small_airport,"Sollana Agro Airstrip",39.270605,-0.364932,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Sollana,0,,,,,,,50,2019-08-18T06:23:10+00:00
320734,ES-0094,small_airport,"Aeródromo de Sonseca",39.693244,-3.933074,2408,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Sonseca,0,,,,,,Villaverde,50,2018-07-08T13:01:08+00:00
38693,LEGY,small_airport,"Garray Airfield",41.820004,-2.476387,3360,EU,Spain,ES,"Castilla y León",ES-CL,CL,Soria,0,LEGY,,,,http://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Garray-Soria,,50,2022-05-20T08:04:43+00:00
316682,ES-0037,small_airport,"Aeroclub Alto Palancia",39.79781,-0.418318,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Sot de Ferrer",0,,,,,,,50,2022-09-09T20:37:28+00:00
43302,LESS,small_airport,"Sotos Airfield",40.204201,-2.14389,3170,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Sotos,0,LESS,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Sotos,,50,2024-05-16T10:12:55+00:00
315992,ES-0032,closed,"Aerodromo de Monteplano",42.493953,-1.700802,,EU,Spain,ES,Navarra,ES-NC,NC,Tafalla,0,,,,,,Monteplano,50,2022-10-17T05:23:51+00:00
520317,ES-0339,small_airport,"Taragudo Airfield UL",40.82177,-3.09347,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Taragudo,0,,,,,,,50,2024-02-03T10:58:54+00:00
321397,ES-0155,small_airport,"Aeródromo Tarancón",40.01248,-2.977939,2379,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Tarancón,0,,,,,,,50,2016-12-04T22:58:22+00:00
332577,ES-0271,small_airport,"Terrinches Agro Airstrip",38.61471,-2.85748,3366,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Terrinches,0,,,,,,,50,2019-11-02T04:42:03+00:00
321574,ES-0196,small_airport,"Tinajeros Airfield",39.09825,-1.72071,2822,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Tinajeros,0,LETY,,,,,"Aeroclub Albacete",50,2024-04-22T06:21:25+00:00
320140,ES-0044,small_airport,"Aeródromo de la Curiscada",43.3330166667,-6.3785,2241,EU,Spain,ES,Asturias,ES-AS,AS,Tineo,0,,,,,,Tinéu,50,2016-09-07T03:36:42+00:00
309916,ES-0007,small_airport,"Torremocha de Jiloca Airfield",40.6032,-1.265,3346,EU,Spain,ES,Aragón,ES-AR,AR,"Torremocha de Jiloca",0,,,,,,,50,2022-05-20T04:25:36+00:00
321093,ES-0123,small_airport,"Aerodrom Tapioles",42.225478,2.615891,787,EU,Spain,ES,Catalonia,ES-CT,CT,Tortellà,0,,,,,,,50,2022-07-05T17:53:59+00:00
316065,ES-0036,small_airport,"Aeroclub Totana",37.753083,-1.4487,,EU,Spain,ES,"Murcia (region)",ES-MC,MC,Totana,0,LETX,,,https://aerototana.org/,,,50,2024-05-21T05:10:19+00:00
320148,ES-0046,small_airport,"Aeródromo de Trasmirás",42.0517681,-7.5986285,,EU,Spain,ES,Galicia,ES-GA,GA,Trasmirás,0,,,,,,,50,2016-09-07T06:11:47+00:00
336561,ES-0275,small_airport,"Base de Helicópteros de Toén",42.265853,-7.944971,,EU,Spain,ES,Galicia,ES-GA,GA,Trelle,0,,,,,,,50,2020-10-11T04:22:39+00:00
321390,ES-0151,small_airport,"Aeródromo de Treviño",42.7212725,-2.6783924,1969,EU,Spain,ES,"Castilla y León",ES-CL,CL,Treviño,0,,,,,,,50,2016-12-04T11:50:20+00:00
321094,ES-0124,small_airport,"Les Planes UL",40.620435,0.479976,425,EU,Spain,ES,Catalonia,ES-CT,CT,Ulldecona,0,,,,,,,50,2016-12-19T03:07:59+00:00
321221,ES-0137,small_airport,"Urda Agricultural Airstrip",39.405432,-3.829932,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Urda,0,,,,,,,50,2016-11-17T01:25:10+00:00
321328,ES-0141,small_airport,"Aeródromo de Valdeazores",39.490575,-4.661292,763,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Valdeazores,0,,,,,,,50,2016-11-28T00:47:28+00:00
321179,ES-0134,small_airport,"Aeródromo de Valdelaguna",40.15787,-3.38066,2549,EU,Spain,ES,"Madrid (community)",ES-MD,MD,Valdelaguna,0,,,,,,,50,2016-11-14T02:21:19+00:00
321572,ES-0195,small_airport,"Pista Forestal Valdelamusa",37.7763167,-6.8826667,1135,EU,Spain,ES,Andalucía,ES-AN,AN,Valdelamusa,0,,,,,,,50,2016-12-20T04:34:51+00:00
332160,ES-0265,small_airport,"Valdemorillo Airstrip",40.485591,-4.050783,2674,EU,Spain,ES,"Madrid (community)",ES-MD,MD,Valdemorillo,0,,,,,,,50,2021-03-10T13:55:21+00:00
4016,LELA,small_airport,"La Calderera Airfield",38.747898,-3.51456,2467,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Valdepeñas,0,LELA,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_La_Calderera,,50,2024-05-16T10:01:37+00:00
321180,ES-0135,small_airport,"Valdepeñas Airfield",38.792309,-3.371537,2395,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Valdepeñas,0,LEVP,,,,,"Manuel Sanchez",50,2024-10-02T15:20:33+00:00
321383,ES-0150,small_airport,"Aeródromo Valdetorres",38.942651,-6.127169,,EU,Spain,ES,Extremadura,ES-EX,EX,Valdetorres,0,,,,,,,50,2016-12-04T05:31:16+00:00
43253,LEVB,small_airport,"El Carrascal Airfield",41.824699,-4.89306,2788,EU,Spain,ES,"Castilla y León",ES-CL,CL,Valladolid,0,LEVB,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_El_Carrascal,,50,2024-05-16T10:17:15+00:00
43305,LETZ,small_airport,"Torozos Airfield",41.785301,-4.86473,2784,EU,Spain,ES,"Castilla y León",ES-CL,CL,Valladolid,0,LETZ,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_El_Carrascalejo,,50,2024-05-16T10:16:18+00:00
320824,ES-0108,small_airport,"Campo de Vuelo Casimiro Patiño",38.705783,-6.99975,820,EU,Spain,ES,Extremadura,ES-EX,EX,"Valverde de Leganés",0,LEPN,,,,,,50,2024-04-22T06:22:30+00:00
320627,ES-0080,small_airport,"Aeródromo de Valverde del Camino",37.5056,-6.70245,810,EU,Spain,ES,Andalucía,ES-AN,AN,"Valverde del Camino",0,,,,,,,50,2016-10-03T02:31:54+00:00
321382,ES-0149,small_airport,"Aeródromo de Velada",40.01051,-4.946316,1427,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Velada,0,,,,,,"El Baldío, Mejorada",50,2016-12-19T02:55:35+00:00
315715,ES-0024,small_airport,"Ultralight Aeroclub Müller",37.26076,-1.85236,,EU,Spain,ES,Andalucía,ES-AN,AN,Vera,0,,,,,,,50,2015-10-10T03:58:53+00:00
321047,ES-0115,small_airport,"Aeròdrom de Viladamat",42.142843,3.051141,,EU,Spain,ES,Catalonia,ES-CT,CT,Viladamat,0,,,,,,,50,2016-11-05T02:06:28+00:00
43252,LEEV,small_airport,"E. Castellanos-Villacastín Airfield",40.783901,-4.46278,3304,EU,Spain,ES,"Castilla y León",ES-CL,CL,Villacastin,0,LEEV,,,,,,50,2024-04-15T12:21:10+00:00
320185,ES-0050,small_airport,"Aeródromo de Villaconejos",40.0969757,-3.5083487,,EU,Spain,ES,"Madrid (community)",ES-MD,MD,Villaconejos,0,,,,,,,50,2016-09-10T05:58:20+00:00
321607,ES-0206,small_airport,"Aeródromo privado ""Villamartin2""",36.827132,-5.603212,476,EU,Spain,ES,Andalucía,ES-AN,AN,Villamartin,0,,,,,,,50,2016-12-24T04:37:52+00:00
331924,ES-0262,small_airport,"Base de aviones ""La Cerra""",42.521305,-4.855477,,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Villanueva de Duero",0,,,,,,,50,2019-08-18T06:38:32+00:00
320412,ES-0054,small_airport,"Aerodromo de Villanueva de Gallego",41.7856,-0.848033,938,EU,Spain,ES,Aragón,ES-AR,AR,"Villanueva de Gallego",0,LEWG,,,,,,50,2024-08-11T21:38:44+00:00
321381,ES-0148,small_airport,"Villanueva de la Cañada Airfield",40.436582,-4.024985,1985,EU,Spain,ES,"Madrid (community)",ES-MD,MD,"Villanueva de la Cañada",0,,,,,,,50,2021-03-10T13:53:03+00:00
321030,ES-0111,small_airport,"Aeródromo Villanueva del Pardillo",40.5001069999,-3.9920997,,EU,Spain,ES,"Madrid (community)",ES-MD,MD,"Villanueva del Pardillo",0,,,,,,,50,2016-11-04T02:54:45+00:00
321067,ES-0119,small_airport,"Campo de vuelo de Villanueva del Trabuco",37.0634284,-4.3303351,2123,EU,Spain,ES,Andalucía,ES-AN,AN,"Villanueva del Trabuco",0,,,,,,,50,2016-11-06T05:45:38+00:00
324773,ES-0233,small_airport,"Aeródromo Forestal ""La Fonfría""",42.3466117,-2.9109476,,EU,Spain,ES,"La Rioja",ES-RI,RI,Villarejo,0,,,,,,,50,2017-08-23T12:01:24+00:00
321029,ES-0110,small_airport,"Aeródromo de Córdoba-Villarrubia",37.8367253,-4.8964369,,EU,Spain,ES,Andalucía,ES-AN,AN,Villarrubia,0,,,,,,,50,2016-11-04T02:44:26+00:00
321380,ES-0147,small_airport,"Villaumbrales UL",42.095282,-4.595404,2658,EU,Spain,ES,"Castilla y León",ES-CL,CL,Villaumbrales,0,,,,,,"Liberty Air",50,2016-12-04T04:58:06+00:00
309918,ES-0009,small_airport,"Aeródromo de Villoldo",42.2655,-4.6479,2700,EU,Spain,ES,"Castilla y León",ES-CL,CL,Villoldo,0,,,,,,,50,2022-05-07T06:08:10+00:00
298473,ES-0002,small_airport,"Vinaròs Airfield",40.519722222,0.390277778,364,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Vinaròs,0,,,,http://www.aeroclubmaestrat.com,,"aeroclub maestrat, aerodrom vinaros, aeroclub vinaros, camp de vol vinaros",50,2011-05-29T21:59:34+00:00
43258,LEVI,closed,"Viso del Marqués Airfield",38.5056,-3.42615,2672,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Viso del Marqués",0,,,,,,LEVI,50,2023-12-31T12:26:19+00:00
320444,ES-0064,small_airport,"Aerodromo Vistabella del Maestrat",40.33185,-0.300633,2953,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Vistabella del Maestrat",0,,,,,,,50,2016-09-23T01:44:02+00:00
320272,ES-0052,small_airport,"Vicente Huerta Airfield",39.953679,-0.622487,2440,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Viver,0,LEVY,,,https://titanfirefighting.com,,,50,2023-10-18T07:49:13+00:00
321581,ES-0200,small_airport,"Xeraco Airfield",39.025781,-0.207753,23,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Xeraco,0,,,,,,,50,2022-09-09T20:26:00+00:00
309923,ES-0010,small_airport,"Aeródromo de Antela",42.1045,-7.7118,2024,EU,Spain,ES,Galicia,ES-GA,GA,"Xinzo de Limia",0,,,,,,,50,2022-05-08T06:53:50+00:00
321419,ES-0160,small_airport,"Campo de Vuelo Yecla",38.58759,-1.105,,EU,Spain,ES,"Murcia (region)",ES-MC,MC,Yecla,0,,,,,,,50,2016-12-06T11:10:21+00:00
321575,LEVE,small_airport,"Aeródromo Virgen de La Estrella",38.4205555556,-6.3569444444,1837,EU,Spain,ES,Extremadura,ES-EX,EX,Zafra,0,LEVE,,,,,,50,2016-12-21T00:42:42+00:00
320136,ES-0040,small_airport,"Zalduendo ULM",42.873599,-2.337437,1936,EU,Spain,ES,"Basque Country",ES-PV,PV,Zalduondo,0,,,,,,,50,2016-09-07T01:56:34+00:00
