id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
321339,ES-0144,small_airport,"Aeródromo de Tardienta - Monegros",41.9599129,-0.5434853,1296,EU,Spain,ES,Aragón,ES-AR,AR,,0,,,,,,,50,2016-11-30T11:22:48+00:00
320545,ES-0074,small_airport,"Aeródromo el Maíllo",40.571167,-6.2188167,3396,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2016-09-27T00:59:35+00:00
320546,ES-0075,small_airport,"Aeródromo de Navianos de Valverde",41.959145,-5.835035,2395,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2016-09-27T01:08:02+00:00
320710,ES-0090,small_airport,"Villamarco UL",42.45175,-5.287083,2800,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,LEVL,,,http://ulmvillamarco.com,,"Ultraligeros Léon",50,2024-04-11T06:55:07+00:00
320712,ES-0092,small_airport,"Chozas de Abajo Airfield",42.497215,-5.682669,2871,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,LEZS,,,,,,50,2024-08-11T21:41:49+00:00
320788,ES-0107,small_airport,"Las Torres de Aliste",41.68315,-6.30767,2749,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2018-07-08T11:08:12+00:00
321952,ES-0230,small_airport,"Sotillo de la Andrada",41.27115,-3.63005,722,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2017-01-25T02:33:08+00:00
331362,ES-0231,small_airport,"Prádanos de Ojeda Airstrip",42.6921604,-4.3486359,,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2019-06-08T04:40:13+00:00
331406,ES-0250,small_airport,"Fresno de Losa Airstrip",42.9534667,-3.1531167,,EU,Spain,ES,"Castilla y León",ES-CL,CL,,0,,,,,,,50,2019-06-12T11:09:42+00:00
320414,ES-0056,small_airport,"Aerodrómo de la Calderina",39.296287,-3.831152,3281,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,,,,,,,50,2016-09-21T06:04:22+00:00
329298,ES-0245,small_airport,"Los Yébenes Airstrip",39.5094986,-4.0259661,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,,,,,,,50,2018-09-16T02:19:20+00:00
331318,LENE,small_airport,"La Caminera Airfield",38.669727,-3.303194,2510,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,LENE,,,https://www.hotellacaminera.com/pista-de-aterrizaje/,,,50,2024-10-02T15:11:09+00:00
331529,ES-0256,small_airport,"Valdenuño-Fernandez Airstrip",40.766317,-3.35485,2887,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,,,,,,,50,2019-06-29T05:00:31+00:00
332321,ES-0267,small_airport,"Santa Cruz de la Zarza Airstrip",39.976746,-3.197516,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,,,,,,,50,2019-09-27T11:44:54+00:00
506314,ES-0332,small_airport,"El Membrillar",39.39256,-4.73449,2011,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,,0,LEML,,,,,,50,2024-04-23T05:17:03+00:00
315436,ES-0016,small_airport,"Club Aernautic Catalunya",41.750278,2.611389,,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2015-09-16T05:05:35+00:00
315469,ES-0020,small_airport,"Aeròdrom de Pals",42.0069903,3.1519175,,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2015-09-18T13:07:00+00:00
315868,ES-0026,small_airport,"Camp de Vol de Palafolls",41.687222,2.748056,,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2015-10-19T09:22:34+00:00
320708,ES-0089,small_airport,"Alt Camp de Vallmoll",41.249924,1.241474,604,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,Valmoll,50,2016-10-08T05:41:43+00:00
321064,ES-0116,small_airport,"Ager Altiport",42.02277,0.7491,2625,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2016-11-06T04:28:40+00:00
321557,ES-0192,small_airport,"Aeródromo Tiurana",41.97416,1.257531,2133,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2016-12-18T05:27:52+00:00
331330,ES-0249,small_airport,"Beuda Besalu Private Airstrip",42.2114675,2.7092805,,EU,Spain,ES,Catalonia,ES-CT,CT,,0,,,,,,,50,2019-05-28T07:08:02+00:00
320442,ES-0062,small_airport,"Aeródromo de Royanejos",38.979917,-6.345167,722,EU,Spain,ES,Extremadura,ES-EX,EX,,0,LEMY,,,,,,50,2022-12-15T05:10:13+00:00
320690,ES-0087,small_airport,"Don Benito",38.9784666667,-5.866,,EU,Spain,ES,Extremadura,ES-EX,EX,,0,,,,,,,50,2016-10-07T14:50:01+00:00
326987,ES-0238,small_airport,"El Moral Airstrip",38.485842,-6.263409,1496,EU,Spain,ES,Extremadura,ES-EX,EX,,0,,,,http://aerodromoelmoral.net/,,,50,2022-10-17T05:25:35+00:00
331423,LEGP,small_airport,"El Rinconcillo de Guadalupe",39.594127,-6.206276,,EU,Spain,ES,Extremadura,ES-EX,EX,,0,,,,,,LEGP,50,2023-10-01T13:35:37+00:00
542149,ES-0306,small_airport,"Base aérea de Verín-Oímbra",41.84261,-7.42873,,EU,Spain,ES,Galicia,ES-GA,GA,,0,,,,,,,50,2024-08-16T04:55:50+00:00
430645,ES-0329,small_airport,"Capdepera Aerodrom",39.692111,3.406375,,EU,Spain,ES,"Islas Baleares",ES-IB,IB,,0,,,,,,,50,2022-10-22T15:39:58+00:00
315969,ES-0028,small_airport,AeroCieza,38.32305,-1.456967,,EU,Spain,ES,"Murcia (region)",ES-MC,MC,,0,,,,,,,50,2015-10-23T07:26:49+00:00
320543,ES-0073,small_airport,"Aeródromo de Caravaca de la Cruz",38.0468,-1.92201,2625,EU,Spain,ES,"Murcia (region)",ES-MC,MC,,0,,,,,,,50,2016-09-27T00:49:37+00:00
315467,ES-0019,small_airport,"Campo de Aviación de Ablitas",42.003278,-1.620316,324,EU,Spain,ES,Navarra,ES-NC,NC,,0,LETU,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_Militar_de_Ablitas,,50,2024-05-16T09:18:07+00:00
320735,ES-0095,small_airport,"Aeródromo de Tudela",42.109262,-1.686976,778,EU,Spain,ES,Navarra,ES-NC,NC,,0,,,,,,"Aguasalada,Agua Salada",50,2016-10-10T06:06:54+00:00
315474,ES-0022,small_airport,"ULM de Dolores",38.1573628,-0.7779122,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,,0,,,,,,,50,2015-09-18T15:09:02+00:00
315972,ES-0029,small_airport,Fuenterrobles,39.56601,-1.36225,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,,0,,,,,,,50,2015-10-23T09:11:28+00:00
329235,ES-0244,small_airport,"Club Fenix ULM",39.657599,-0.811627,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,,0,,,,,,,50,2018-09-11T06:31:17+00:00
332165,ES-0266,small_airport,"La Font de la Figuera Airstrip",38.786783,-0.8763,1969,EU,Spain,ES,"Valencia (community)",ES-VC,VC,,0,,,,,,,50,2022-11-03T05:50:20+00:00
320645,ES-0085,small_airport,"Aeródromo forestal de Ademuz",40.091464,-1.210474,3970,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Ademuz,0,,,,,,,50,2016-10-04T10:42:21+00:00
321292,ES-0139,small_airport,"Aeroclub Gregal",39.220457,-0.36825,30,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Albalat de la Ribera",0,,,,http://volarenvalencia.es,,,50,2022-09-09T20:29:53+00:00
321293,ES-0140,small_airport,"Albalat de la Ribera Airstrip",39.226157,-0.366584,26,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Albalat de la Ribera",0,,,,,,,50,2022-09-09T20:29:25+00:00
320513,ES-0070,small_airport,"Aeródromo Alcalá del Río",37.553279,-5.980612,144,EU,Spain,ES,Andalucía,ES-AN,AN,"Alcalá del Río",0,,,,http://www.aeroilipamagna.com,,"Ilipa Magna",50,2016-09-25T12:13:17+00:00
319456,ES-0039,small_airport,"Aeródromo de Alcazarén",41.3727778,-4.6958333,2526,EU,Spain,ES,"Castilla y León",ES-CL,CL,Alcazarén,0,,,,http://www.alcazarenvuelo.com,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Alcazar%C3%A9n,,50,2016-07-13T13:22:55+00:00
320139,ES-0043,small_airport,"La Montaña ULM",38.80213,-0.398417,1050,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Alcocer de Planes",0,,,,,,,50,2024-06-27T06:09:21+00:00
321164,ES-0130,small_airport,"Alcocer de Planes Airfield",38.791395,-0.398591,,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Alcocer de Planes",0,,,,,,"Escuela de Pilotos La Montaña",50,2024-01-03T04:37:07+00:00
321065,ES-0117,small_airport,"Alcolea Airstrip",37.945619,-4.615416,463,EU,Spain,ES,Andalucía,ES-AN,AN,Alcolea,0,LEAE,,,,,,50,2023-06-13T05:21:33+00:00
321066,ES-0118,small_airport,"Alcolea de Cinca",41.734222,0.10758333,722,EU,Spain,ES,Aragón,ES-AR,AR,"Alcolea de la Cinca",0,,,,http://www.aerocinca.com/index.html,,,50,2016-11-06T05:41:06+00:00
321580,ES-0199,small_airport,"Aeródromo de Aldeacentenara",39.5609167,-5.6637222,1772,EU,Spain,ES,Extremadura,ES-EX,EX,Aldeacentenara,0,,,,,,,50,2016-12-21T04:37:48+00:00
320761,ES-0100,small_airport,"Aeródromo de Algodor",39.898329,-3.874655,1608,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Algodor (Toledo)",0,LETG,,,,,Casarrubias,50,2021-02-08T20:33:47+00:00
321702,ES-0215,small_airport,"Alhama de Granada Airfield",36.996999,-4.103608,3215,EU,Spain,ES,Andalucía,ES-AN,AN,"Alhama de Granada",0,,,,,,,50,2022-06-21T04:30:02+00:00
43234,LELM,small_airport,"Almansa Airfield",38.895,-1.11318,2248,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Almansa,0,LELM,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_Almansa,,50,2024-05-16T10:03:27+00:00
321529,ES-0190,small_airport,"El Molinillo Airfield",38.739954,-6.391888,1034,EU,Spain,ES,Extremadura,ES-EX,EX,Almendralejo,0,LELI,,,https://aeroclubalavi.es/,,,50,2023-04-25T08:53:00+00:00
43296,LESE,small_airport,"San Enrique Airfield",38.730801,-4.31306,2263,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Almodóvar del Campo",0,LESE,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_San_Enrique,,50,2024-05-16T10:12:28+00:00
321112,ES-0126,small_airport,"Aires de Doñana",37.25689,-6.562895,213,EU,Spain,ES,Andalucía,ES-AN,AN,Almonte,0,,,,http://www.aeroclubdehuelva.es/,,,50,2016-11-10T12:44:02+00:00
321514,ES-0186,small_airport,"Aeródromo de Almorox",40.2116282,-4.386763,1575,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Almorox,0,,,,,,,50,2016-12-14T06:40:11+00:00
320413,ES-0055,small_airport,"Aeródromo de Antequera",37.10165,-4.5625667,1903,EU,Spain,ES,Andalucía,ES-AN,AN,Antequera,0,,,,,,,50,2016-09-21T06:00:50+00:00
324536,ES-0232,small_airport,"Jarde Airport",28.391185,-13.982968,515,AF,Spain,ES,"Canary Islands",ES-CN,CN,Antigua,0,GCAT,,,,,"Aeródromo del Jarde",50,2022-11-01T17:30:01+00:00
321571,ES-0194,small_airport,"Aeródrome de Arcones",41.11453,-3.73378,,EU,Spain,ES,"Castilla y León",ES-CL,CL,Arcones,0,,,,,,,50,2016-12-20T03:19:31+00:00
321032,ES-0112,small_airport,"Camaleño-Artañin ULM",43.17817,-4.674958,2523,EU,Spain,ES,Cantabria,ES-CB,CB,Argüébanes,0,,,,,,,50,2018-07-08T11:45:06+00:00
321564,ES-0193,small_airport,"Aeroclub Arnao UL",43.5531667,-7.0168,69,EU,Spain,ES,Asturias,ES-AS,AS,Arnao,0,,,,,,,50,2016-12-19T08:00:39+00:00
321661,ES-0213,small_airport,"Campo de Vuelo de Astorga",42.50323,-6.026578,,EU,Spain,ES,"Castilla y León",ES-CL,CL,Astorga,0,LEAT,,,http://campodevueloastorga.es/,,,50,2017-06-12T03:14:20+00:00
315470,ES-0021,small_airport,"Aeròdrom d'Avinyonet",41.367985,1.766867,,EU,Spain,ES,Catalonia,ES-CT,CT,"Avinyó Nou",0,,,,,,,50,2020-09-23T07:14:45+00:00
43255,LEEM,small_airport,"El Manantío Airfield",38.777508,-6.991124,876,EU,Spain,ES,Extremadura,ES-EX,EX,Badajoz,0,LEEM,,,,,,50,2024-04-16T04:12:27+00:00
43287,LETE,small_airport,"Morante Airfield",39.0369,-6.69056,703,EU,Spain,ES,Extremadura,ES-EX,EX,Badajoz,0,LETE,,,,,,50,2022-05-08T06:51:21+00:00
309925,ES-0011,small_airport,"Chaira Airfield",42.23282,-7.6448,1946,EU,Spain,ES,Galicia,ES-GA,GA,"Baños de Molgas",0,,,,,,,50,2024-01-02T14:11:37+00:00
321719,ES-0220,small_airport,"Campo de Vuelo Bañeres de Mariola",38.671077,-0.631257,3117,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"Banyeres de Mariola",0,,,,,,,50,2017-01-04T03:04:14+00:00
321165,ES-0131,small_airport,"Aeroclub de Barbastro",41.994251,0.092153,,EU,Spain,ES,Aragón,ES-AR,AR,Barbastro,0,,,,,,,50,2016-11-13T02:00:06+00:00
321166,ES-0132,small_airport,"Alats Club Bellvei",41.2443358,1.5632892,302,EU,Spain,ES,Catalonia,ES-CT,CT,Bellvei,0,,,,,,,50,2016-11-13T02:05:51+00:00
321510,ES-0183,small_airport,"Aeródromo Belvis de Monroy",39.8513634,-5.6015255,1017,EU,Spain,ES,Extremadura,ES-EX,EX,"Belvis de Monroy",0,,,,,,,50,2016-12-14T05:51:59+00:00
320707,ES-0088,small_airport,"Aeródromo Benagéber",39.735148,-1.139396,2871,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Benagéber,0,,,,,,,50,2017-08-26T10:07:29+00:00
321704,ES-0217,small_airport,"Benejama UL",38.696193,-0.744936,1985,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Beneixama,0,,,,,,,50,2017-01-02T09:36:59+00:00
321706,ES-0218,small_airport,"Alto Vinalopó Biar Benejama",38.684431,-0.760295,1936,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Beneixama,0,,,,,,,50,2017-01-02T11:25:21+00:00
321479,ES-0179,small_airport,"Benicolet Airfield",38.918703,-0.355677,807,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Benicolet,0,,,,,,"Aeroclub Balica",50,2024-04-30T05:24:03+00:00
321425,ES-0161,small_airport,"Campo de Vuelo Avial",42.077377,1.840227,2074,EU,Spain,ES,Catalonia,ES-CT,CT,Berga,0,,,,,,,50,2016-12-07T00:36:13+00:00
321082,ES-0121,small_airport,"Beteta Airfield",40.540575,-2.076845,4265,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Beteta,0,,,,,,,50,2021-03-10T00:51:16+00:00
320246,ES-0051,small_airport,"Aeródromo de Binéfar",41.853613,0.254904,1312,EU,Spain,ES,Aragón,ES-AR,AR,Binéfar,0,LEBF,,,http://aeroclubbinefar.com,,,50,2017-02-10T07:35:37+00:00
321478,ES-0178,small_airport,"Aeródromo de Brunete",40.396556,-4.023712,1975,EU,Spain,ES,"Madrid (community)",ES-MD,MD,Brunete,0,,,,,,,50,2016-12-12T00:18:18+00:00
309930,ES-0013,small_airport,"Godos Airfield",42.5787,-8.6968,45,EU,Spain,ES,Galicia,ES-GA,GA,"Caldas de Reis",0,,,,,,,50,2022-05-19T07:24:41+00:00
321608,ES-0207,small_airport,"Aeródromo Calzada de Valdunciel",41.07545,-5.728036,2625,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Calzada de Valdunciel",0,LEUN,,,,,,50,2022-12-15T05:34:49+00:00
321718,ES-0219,small_airport,"Aeródromo de Camarenilla",40.024702,-4.071202,1742,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Camarenilla,0,LERN,,,http://www.volarenavioneta.es,,,50,2023-10-01T13:33:15+00:00
320752,ES-0097,small_airport,"Campillos Airfield",39.941179,-1.53596,3937,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Campillos-Paravientos,0,,,,,,,50,2021-03-10T00:50:20+00:00
320565,ES-0076,small_airport,"AeroVeleta ULM",37.294754,-3.712869,2444,EU,Spain,ES,Andalucía,ES-AN,AN,"Caparacena, Granada",0,,,,http://http://aeroveleta.es/,,,50,2016-09-28T05:31:47+00:00
320137,ES-0041,small_airport,"Casas de Juan Gil Airfield",39.133,-1.2622,2723,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Carcelén,0,,,,,,,50,2021-03-10T00:34:08+00:00
320411,ES-0053,small_airport,"Base BRICA de Cártama",36.722785,-4.700446,,EU,Spain,ES,Andalucía,ES-AN,AN,Cártama,0,,,,,,"BRICA,RioGrande",50,2016-09-21T05:52:18+00:00
321689,ES-0214,small_airport,"Campo de Vuelo de Caspe",41.2287652,-0.085876,656,EU,Spain,ES,Aragón,ES-AR,AR,Caspe,0,,,,,,,50,2017-01-01T06:26:42+00:00
321603,ES-0205,small_airport,"Castejón de Sos Airfield",42.522468,0.481114,2959,EU,Spain,ES,Aragón,ES-AR,AR,"Castejón de Sos",0,,,,http://www.aviador.net,,,50,2021-03-10T00:39:58+00:00
534122,ES-0347,small_airport,"Castejón de Sos field",42.52247,0.48111,,EU,Spain,ES,Aragón,ES-AR,AR,"Castejón de Sos",0,,,ES0205,,,,50,2024-06-20T05:53:26+00:00
321703,ES-0216,small_airport,"Aeròdrom de Cervera",41.687597,1.250494,,EU,Spain,ES,Catalonia,ES-CT,CT,Cervera,0,,,,,,,50,2017-01-03T04:22:50+00:00
321517,ES-0187,small_airport,"Fuentealamo Airfield",38.715499,-1.545093,2690,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Chinchilla de Montearagón",0,,,,,,,50,2021-03-10T00:35:14+00:00
321463,ES-0174,small_airport,"Aeródromo de Cillamayor",42.851348,-4.279289,3215,EU,Spain,ES,"Castilla y León",ES-CL,CL,Cillamayor,0,LEUC,,,,,,50,2023-08-11T07:56:44+00:00
324795,ES-0234,small_airport,"Cóbreces Airfield",43.388518,-4.207752,164,EU,Spain,ES,Cantabria,ES-CB,CB,Cóbreces,0,,,,,,,50,2017-08-26T14:29:33+00:00
321477,ES-0177,small_airport,"Aeródromo Coria",39.984617,-6.554554,735,EU,Spain,ES,Extremadura,ES-EX,EX,Coria,0,,,,,,,50,2016-12-12T00:10:10+00:00
43278,LECA,small_airport,"La Nava - Corral De Ayllón Airfield",41.410801,-3.44833,3280,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Corral de Ayllón",0,LECA,,,,,,50,2019-02-24T14:37:16+00:00
320711,ES-0091,small_airport,"Base de Bomberos del Amogable",41.861768,-2.949889,3806,EU,Spain,ES,"Castilla y León",ES-CL,CL,Covaleda,0,,,,,,,50,2016-10-08T07:56:50+00:00
321111,ES-0125,small_airport,"Aeródromo de Villa María",37.9273008,-1.7751475,2740,EU,Spain,ES,"Murcia (region)",ES-MC,MC,"Coy (Lorca)",0,,,,,,,50,2016-11-10T12:28:34+00:00
321460,ES-0171,small_airport,"Ecija 2 private airfield",37.5142575,-5.1213502,574,EU,Spain,ES,Andalucía,ES-AN,AN,Ecija,0,,,,,,,50,2019-07-15T04:52:22+00:00
321461,ES-0172,small_airport,"Aeródromo de Écija",37.5802316,-5.171264,591,EU,Spain,ES,Andalucía,ES-AN,AN,Écija,0,,,,,,,50,2016-12-11T00:21:25+00:00
321555,ES-0191,small_airport,"El Bonillo Airfield",38.8727,-2.6733,3183,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"El Bonillo",0,,,,,,,50,2021-03-10T00:34:45+00:00
320471,ES-0065,small_airport,"Aeródromo Aerópolis",40.020804,-4.558266,1509,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"El Casar de Escalona",0,,,,,,,50,2018-07-08T13:18:56+00:00
321518,ES-0188,small_airport,"El Ejido UL",36.7441167,-2.7674833,157,EU,Spain,ES,Andalucía,ES-AN,AN,"El Ejido",0,,,,,,,50,2016-12-15T02:41:14+00:00
315976,ES-0030,small_airport,"Valle Amblés",40.604722,-4.790278,3543,EU,Spain,ES,"Castilla y León",ES-CL,CL,"El Fresno",0,,,,,,"Baixo Miño,El Salobral",50,2015-10-23T10:30:35+00:00
321427,ES-0162,small_airport,"Aeródromo Loring",40.6602,-3.59489,1903,EU,Spain,ES,"Madrid (community)",ES-MD,MD,"El Molar",0,,,,http://aerodromo-loring.blogspot.be/,,,50,2016-12-07T08:20:07+00:00
321462,ES-0173,small_airport,"Aeròdrom Municipal El Pla de Santa María",41.371467,1.30375,1345,EU,Spain,ES,Catalonia,ES-CT,CT,"El Pla de Santa María",0,,,,,,"Les Escarbones",50,2016-12-19T06:37:23+00:00
320644,ES-0084,small_airport,"Aeródromo forestal de Enguera",38.9431666667,-0.76915,1903,EU,Spain,ES,"Valencia (community)",ES-VC,VC,Enguera,0,,,,,,,50,2016-10-04T10:33:54+00:00
321132,ES-0129,small_airport,"Aeródromo Juan Espadafor",37.089503,-3.788322,,EU,Spain,ES,Andalucía,ES-AN,AN,Escúzar,0,LEJE,,,https://web.archive.org/web/20190502151940/http://aerodromojuanespadafor.com:80/wp/,,,50,2022-12-29T04:41:01+00:00
321576,ES-0197,small_airport,"Aeródromo de Espiel",38.2628667,-5.0442,2362,EU,Spain,ES,Andalucía,ES-AN,AN,Espiel,0,,,,,,,50,2016-12-21T00:59:46+00:00
321113,ES-0127,small_airport,"Aeroclub L’Estartit",42.0310336,3.1793314,10,EU,Spain,ES,Catalonia,ES-CT,CT,Estartit,0,,,,,,,50,2016-11-10T12:48:40+00:00
321475,ES-0175,small_airport,"Aeródromo Mazaricos",42.982329,-9.005002,960,EU,Spain,ES,Galicia,ES-GA,GA,Fervenza,0,LEMZ,,,https://naturmaz.com/aerodromo/,,,50,2022-02-18T13:49:16+00:00
321442,ES-0170,small_airport,"Aeròdrom de Foixà",42.029933,2.990761,443,EU,Spain,ES,Catalonia,ES-CT,CT,Foixà,0,,,,,,,50,2016-12-09T11:28:31+00:00
321441,ES-0169,small_airport,"Aeródromo Fontioso",41.933305,-3.784808,3068,EU,Spain,ES,"Castilla y León",ES-CL,CL,Fontioso,0,,,,,,,50,2016-12-09T11:22:47+00:00
321728,ES-0222,small_airport,"Pista forestal de Fuencaliente",38.5264323,-4.389622,2674,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Fuencaliente,0,,,,,,,50,2017-01-05T05:21:37+00:00
509349,ES-0333,small_airport,"Carreras de Galgos Airstrip",39.2007,-3.5988,,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"Galgos de Villarrubia de los Ojos",0,,,,,,,50,2023-06-02T04:56:48+00:00
320168,ES-0048,small_airport,"Gérgal Aerodrome",37.12557,-2.595571,2559,EU,Spain,ES,Andalucía,ES-AN,AN,Gérgal,0,,,,,,"LEGG, Aerödromo de Gérgal",50,2022-06-21T04:50:28+00:00
321610,ES-0209,small_airport,"Aeródromo de Griñón",40.2237809995,-3.866911,2198,EU,Spain,ES,"Madrid (community)",ES-MD,MD,Griñón,0,,,,,,"Aeroclub Dhaguera",50,2016-12-24T02:02:19+00:00
321430,ES-0163,small_airport,Aeroguillena,37.561238,-6.0308241,197,EU,Spain,ES,Andalucía,ES-AN,AN,Guillena,0,,,,http://www.aeroguillena.com,,,50,2016-12-07T08:47:37+00:00
321431,ES-0164,small_airport,"Camp de vol La Puieda",41.9882928,2.2561665,1726,EU,Spain,ES,Catalonia,ES-CT,CT,Gurb,0,,,,,,,50,2016-12-07T09:05:44+00:00
321432,ES-0165,small_airport,"Aeródromo Gurrea de Gállego",42.035333,-0.746295,1116,EU,Spain,ES,Aragón,ES-AR,AR,"Gurrea de Gállego",0,,,,,,,50,2016-12-07T10:00:45+00:00
309917,ES-0008,small_airport,"Aeródromo de Herrera de Pisuerga",42.5923,-4.2902,2958,EU,Spain,ES,"Castilla y León",ES-CL,CL,"Herrera de Pisuerga",0,LERP,,,http://www.aeroperfils.com/escuela.html,,,50,2024-05-29T04:23:28+00:00
321793,ES-0226,small_airport,"Aeródromo forestal de Herrera del Duque",39.2264442,-4.8863799,1394,EU,Spain,ES,Extremadura,ES-EX,EX,"Herrera del Duque",0,,,,,,,50,2017-01-11T01:39:20+00:00
320474,ES-0067,small_airport,"Aeródromo de Hiendelaencina-Alto Rey",41.108267,-2.985967,4101,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,Hiendelaencina,0,LEEN,,,,,,50,2022-12-24T05:36:43+00:00
31807,LEHI,closed,"Hinojosa del Duque Airfield",38.51209,-5.107215,1772,EU,Spain,ES,Andalucía,ES-AN,AN,"Hinojosa del Duque",0,,,,,,"LEHI, LEHI",50,2020-10-06T13:45:05+00:00
43237,LENA,small_airport,"Benabarre Airfield",42.0228,0.482222,2450,EU,Spain,ES,Aragón,ES-AR,AR,Huesca,0,LENA,,,http://aerodromobenabarre.info,https://es.wikipedia.org/wiki/Aeródromo_de_Benabarre,"Benabarre, ",50,2024-01-03T04:37:43+00:00
43247,LECJ,closed,"Castejón de los Monegros Airfield",41.6078,-0.218327,1424,EU,Spain,ES,Aragón,ES-AR,AR,Huesca,0,,,,,,LECJ,50,2024-01-02T12:27:24+00:00
321222,ES-0138,small_airport,"Isla Cristina Agricultural Airstrip",37.242111,-7.317649,144,EU,Spain,ES,Andalucía,ES-AN,AN,"Isla Cristina",0,,,,,,,50,2016-11-17T01:41:29+00:00
315437,ES-0017,small_airport,"Aeroclub Cáceres",39.329167,-6.343611,1350,EU,Spain,ES,Extremadura,ES-EX,EX,"La Cervera",0,,,,,,,50,2015-09-16T06:28:16+00:00
337036,ES-0276,small_airport,"La Cuesta Aerodrome",38.53092,-2.832511,2736,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"La Cuesta",0,LEDC,,,http://fincalacuesta.com/,,,50,2024-10-13T04:48:41+00:00
321526,ES-0189,small_airport,"La Gineta ULM",39.105766,-2.016283,2270,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"La Gineta",0,,,,,,,50,2024-06-26T18:51:29+00:00
320762,ES-0101,small_airport,"Aeródromo de la Guardia",39.770897,-3.604716,2097,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"La Guardia",0,,,,,,,50,2016-10-12T05:24:25+00:00
4040,LETI,small_airport,"El Tietar Airfield",40.2439,-4.79444,1401,EU,Spain,ES,"Castilla–La Mancha",ES-CM,CM,"La Iglesuela",0,LETI,,,,https://es.wikipedia.org/wiki/Aer%C3%B3dromo_de_El_Ti%C3%A9tar,,50,2024-05-16T10:14:48+00:00
321439,ES-0167,small_airport,"La Llosa Airfield",39.74979,-0.181346,7,EU,Spain,ES,"Valencia (community)",ES-VC,VC,"La Llosa",0,,,,https://lallosaaerodromo.com,,,50,2023-10-18T06:48:23+00:00
321577,ES-0198,small_airport,"Aeródromo de La Vid de Bureba",42.632037,-3.311456,2297,EU,Spain,ES,"Castilla y León",ES-CL,CL,"La Vid de Bureba",0,LEDB,,,,,AeroLaVid,50,2022-12-12T06:31:11+00:00
